0;5;16;15;19;9;4;3;2;7;10;0;
0;29111.6;58363.9;97911.1;115531.5;139310.5;172916.1;233588.6;359446.5;396138.4;488221.3;
0;14;18;1;13;6;11;0;
0;18960.9;58108.4;141352.4;208903.1;226275.0;243911.5;
0;8;17;12;0;
0;15372.7;73292.1;108092.6;
